,date,Open,Low,Close,Volume,30_day_MA,60_day_MA,90_day_MA,RSI,MACD,MACD_Histogram,Price_Change_Pct,Article Length,article_sentiment,Price_Change_Category,smoothed_sentiment
0,2016-07-20,56.84000015258789,55.52999877929688,55.90999984741211,89893300.0,51.94566574096679,52.30933259328207,50.51933292812771,71.72180438373024,0.5585812151050789,0.518173508383937,5.311734199885398,1394.0,4.0,positive,4.0
1,2016-07-25,56.7400016784668,56.2599983215332,56.72999954223633,25610600.0,52.09999910990396,52.40333258310954,50.65977736579048,74.60651156758526,0.8358395848848517,0.6363455025309679,0.2828351569299059,623.0,4.0,positive,4.0
2,2016-08-01,56.75,56.13999938964844,56.58000183105469,26003400.0,52.24933255513509,52.47649930318197,50.79966625637479,91.38823757843926,1.0315739365566898,0.6656638833622448,-0.176426382467687,269.0,4.0,negative,4.0
3,2016-08-03,57.11000061035156,56.4900016784668,56.970001220703125,22075600.0,52.41166598002115,52.548499298095706,50.94511070251465,91.79932521335722,1.2042822951711685,0.6706977935813787,0.6892884005429201,904.0,4.0,positive,4.0
4,2016-08-05,58.209999084472656,57.45000076293945,57.959999084472656,29335200.0,52.606999333699534,52.65849927266439,51.11844401889377,92.48041272423691,1.40484528555249,0.6970086271701601,0.9932038698140078,679.0,1.0,positive,3.4
5,2016-08-08,58.09000015258789,57.77999877929688,58.060001373291016,19473500.0,52.8056660970052,52.76533260345459,51.28744405110677,92.5638729590185,1.553949289254966,0.6768901046981088,0.1725367329157734,961.0,2.0,positive,3.0
6,2016-08-15,58.5,57.959999084472656,58.119998931884766,19283900.0,53.00633277893066,52.8494992574056,51.47344402737088,92.61306260023063,1.657845971596238,0.6246294296315047,0.3106667404938701,877.0,1.0,positive,2.4
7,2016-09-07,57.84000015258789,57.40999984741211,57.65999984741211,17493400.0,53.19166615804036,52.917332585652666,51.6418884701199,91.20526785133684,1.6836585909473172,0.5203536391860668,0.0867891625253136,827.0,2.0,positive,2.0
8,2016-09-26,57.13999938964844,56.83000183105469,56.900001525878906,21688700.0,53.35166625976562,52.96799926757812,51.81266627841526,82.25995066317645,1.6240685138955442,0.3686108497074349,-0.9228604849042754,653.0,2.0,negative,1.6
9,2016-10-12,57.27000045776367,56.400001525878906,57.11000061035156,22177500.0,53.51866633097331,53.00233262379964,51.986999638875325,84.53728225306801,1.5756252920163831,0.2561341022626191,-0.1398811300548863,1042.0,5.0,negative,2.4
10,2016-10-12,57.27000045776367,56.400001525878906,57.11000061035156,22177500.0,53.68566640218099,53.03666598002116,52.15799963209364,82.74563387224401,1.519715357016857,0.1601793338104742,-0.1398811300548863,966.0,2.0,negative,2.4
11,2016-10-18,57.95000076293945,57.40999984741211,57.65999984741211,19149500.0,53.87099978129069,53.071499315897626,52.33511072794597,80.11615739382229,1.5024671663751406,0.1143449145350063,0.768959485009213,422.0,4.0,positive,3.0
12,2016-10-21,60.45000076293945,59.4900016784668,59.65999984741211,80032200.0,54.122999827067055,53.15649929046631,52.53444404602051,84.18017376718157,1.6313756532925936,0.1946027211619674,4.209606720370496,469.0,4.0,positive,3.4
13,2016-10-24,61.0,59.93000030517578,61.0,54067000.0,54.41966654459635,53.263832600911456,52.683332951863605,85.99185729118804,1.8206757546076773,0.3071222579816406,2.246061273910671,1094.0,4.0,positive,3.8
14,2016-10-24,61.0,59.93000030517578,61.0,54067000.0,54.71633326212565,53.36183261871338,52.87799962361654,82.50323372722688,1.9482393581496,0.3477486892188506,2.246061273910671,235.0,2.0,positive,3.2
15,2016-10-31,60.41999816894531,59.91999816894531,59.91999816894531,26434700.0,54.97699991861979,53.45349928538005,53.06277737087674,69.7157081268216,1.939826202229085,0.2714684266386684,0.0835130081051627,770.0,2.0,positive,3.2
16,2016-11-02,59.93000030517578,59.29999923706055,59.43000030517578,22147000.0,55.22133331298828,53.53699932098389,53.22744403415256,66.90392022705387,1.8720402681191075,0.1629459940229527,-0.6187273187379216,1312.0,2.0,negative,2.8
17,2016-11-04,59.27999877929688,58.52000045776367,58.709999084472656,28697000.0,55.44366658528646,53.58899930318197,53.36033291286893,59.93150088400003,1.740161843240443,0.0248540553154308,-0.844451963741244,678.0,2.0,negative,2.4
18,2016-11-08,60.77999877929688,60.150001525878906,60.470001220703125,22935400.0,55.78799997965495,53.765666007995605,53.512777370876734,63.168953083620735,1.7574064175990145,0.0336789037392015,0.0827591083634171,326.0,1.0,positive,1.8
19,2016-11-16,59.65999984741211,58.810001373291016,59.650001525878906,27332500.0,56.10500005086263,53.92866605122884,53.65555517408583,57.75610119186073,1.6854766193743274,-0.0306007155883885,1.32495771725194,590.0,4.0,positive,2.2
20,2016-11-18,61.13999938964844,60.29999923706055,60.34999847412109,27686300.0,56.43700002034505,54.10333271026612,53.798888481987845,60.238753206501286,1.6657538659882718,-0.0402587751795553,-0.4782337045617701,256.0,4.0,negative,2.6
21,2016-11-30,61.18000030517578,60.220001220703125,60.2599983215332,34655400.0,56.765999984741214,54.276499366760255,53.94122178819445,62.35741113964482,1.6241391169353392,-0.0654988193859904,-1.3586541643174743,719.0,4.0,negative,3.0
22,2016-12-13,63.41999816894531,62.2400016784668,62.97999954223633,35718900.0,57.18566665649414,54.48749936421712,54.03888846503364,74.35896730517001,1.7900064152897173,0.0802947831747098,1.3028814494892904,990.0,4.0,positive,3.4
23,2016-12-13,63.41999816894531,62.2400016784668,62.97999954223633,35718900.0,57.61599998474121,54.672332700093584,54.12511066860623,73.92012515439887,1.899560493313352,0.1518790889586756,1.3028814494892904,321.0,5.0,positive,4.2
24,2016-12-21,63.70000076293945,63.119998931884766,63.540000915527344,17096300.0,58.02766672770182,54.86299940745036,54.21699956258138,75.0584543550576,2.008418521619326,0.2085896938117197,0.0,801.0,5.0,negative,4.4
25,2016-12-22,64.0999984741211,63.40999984741211,63.54999923706055,22176600.0,58.44633331298828,55.05383275349935,54.30899954901801,73.96256692791188,2.071615777176575,0.2174295594951747,0.0157354759035888,486.0,2.0,positive,4.0
26,2016-12-29,63.20000076293945,62.72999954223633,62.900001525878906,10250600.0,58.812666702270505,55.23383280436198,54.40722177293566,64.80805340576845,2.045669470214904,0.1531866020268024,-0.1428800606281921,826.0,4.0,negative,4.0
27,2017-01-04,62.75,62.119998931884766,62.29999923706055,21340000.0,59.10566673278809,55.40383281707764,54.52099952697754,56.37254480305506,1.9541652639977087,0.0493459166476859,-0.447431425058209,673.0,4.0,negative,4.0
28,2017-01-05,62.65999984741211,62.02999877929688,62.29999923706055,24876000.0,59.390999984741214,55.5738328297933,54.634777281019424,56.37254480305506,1.860204244722155,-0.0356920821022943,0.0,507.0,4.0,negative,3.8
29,2017-01-06,63.150001525878906,62.040000915527344,62.84000015258789,19922900.0,59.68700002034505,55.75283285776774,54.72511062622071,65.1138821416485,1.808466148867737,-0.0699441423653699,0.8667751559234604,487.0,4.0,positive,3.6
30,2017-01-12,63.400001525878906,61.95000076293945,62.61000061035156,20968200.0,59.9103333791097,55.92799956003825,54.84299952189128,66.91489249454378,1.7289737610100389,-0.1195492241784543,-0.9178636318442068,488.0,4.0,negative,4.0
31,2017-01-13,62.869998931884766,62.34999847412109,62.70000076293945,19422300.0,60.1093334197998,56.104666264851886,54.97199952867296,72.74801294300185,1.654169494820735,-0.1554827922942065,0.1437472475811052,525.0,4.0,positive,4.0
32,2017-01-13,62.869998931884766,62.34999847412109,62.70000076293945,19422300.0,60.31333338419597,56.28133296966553,55.08877733018663,65.90584933084973,1.5767112293468344,-0.1863528462144859,0.1437472475811052,525.0,4.0,positive,4.0
33,2017-01-13,62.869998931884766,62.34999847412109,62.70000076293945,19422300.0,60.504333368937175,56.45799967447917,55.20044398837619,74.63650980389745,1.4980563349801272,-0.2120061924649543,0.1437472475811052,816.0,2.0,positive,3.6
34,2017-01-20,62.81999969482422,62.369998931884766,62.7400016784668,30213500.0,60.66366678873698,56.63533306121826,55.326888444688585,71.6094220908809,1.4225512191510743,-0.2300090466352058,0.7062639595419196,517.0,2.0,positive,3.2
